TreatmentID;PeriodType;PeriodNo;Id;Name;Group;Role;Profit;ProfitTotal;Payment;PaymentTotal;black;red;choice;pick;ProfitTotalNow
2;payment;1;35;;0;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;40;;0;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;47;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;19;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;60;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;48;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;8;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;3;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;56;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;2;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;71;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;30;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;67;;0;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;16;;0;;21;21;21;21;10;10;B;blue;21
2;payment;1;6;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;1;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;5;;0;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;1;68;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;61;;0;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;12;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;4;;0;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;1;49;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;53;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;20;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;32;;0;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;1;52;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;46;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;26;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;29;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;10;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;51;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;65;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;17;;0;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;37;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;36;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;33;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;39;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;69;;0;;21;21;21;21;10;10;B;blue;21
2;payment;1;54;;1;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;1;23;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;11;;0;;21;21;21;21;10;10;B;blue;21
2;payment;1;25;;0;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;42;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;14;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;24;;0;;21;21;21;21;10;10;B;blue;21
2;payment;1;50;;0;;21;21;21;21;10;10;B;blue;21
2;payment;1;45;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;28;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;38;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;7;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;64;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;70;;0;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;66;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;1;62;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;72;;0;;30;30;30;30;10;10;A;red;30
2;payment;1;15;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;44;;1;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;1;9;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;57;;1;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;1;21;;1;;21;21;21;21;10;10;B;blue;21
2;payment;1;22;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;58;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;13;;1;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;43;;0;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;41;;0;;-6;-6;-6;-6;10;10;A;black;-6
2;payment;1;34;;1;;30;30;30;30;10;10;A;red;30
2;payment;1;55;;0;;21;21;21;21;10;10;B;blue;21
2;payment;1;18;;0;;30;30;30;30;10;10;A;red;30
2;payment;2;20;;1;;30;24;30;24;12;10;A;red;24
2;payment;2;2;;0;;30;60;30;60;10;12;A;red;60
2;payment;2;45;;1;;21;18;21;18;10;10;B;blue;18
2;payment;2;50;;0;;-6;15;-6;15;10;10;A;black;15
2;payment;2;71;;1;;-3;18;-3;18;10;10;B;yellow;18
2;payment;2;14;;1;;-3;18;-3;18;10;10;B;yellow;18
2;payment;2;30;;1;;30;60;30;60;10;12;A;red;60
2;payment;2;56;;1;;30;27;30;27;10;10;A;red;27
2;payment;2;38;;1;;30;51;30;51;10;10;A;red;51
2;payment;2;8;;1;;21;51;21;51;10;12;B;blue;51
2;payment;2;53;;0;;-6;24;-6;24;10;12;A;black;24
2;payment;2;49;;0;;21;51;21;51;10;12;B;blue;51
2;payment;2;25;;0;;21;15;21;15;12;10;B;blue;15
2;payment;2;7;;1;;-6;24;-6;24;10;12;A;black;24
2;payment;2;66;;1;;21;18;21;18;10;10;B;blue;18
2;payment;2;28;;1;;21;42;21;42;10;10;B;blue;42
2;payment;2;41;;0;;-6;-12;-6;-12;12;10;A;black;-12
2;payment;2;37;;1;;21;42;21;42;10;10;B;blue;42
2;payment;2;4;;0;;21;21;21;21;10;10;B;blue;21
2;payment;2;43;;0;;21;15;21;15;12;10;B;blue;15
2;payment;2;70;;0;;30;24;30;24;12;10;A;red;24
2;payment;2;35;;0;;21;18;21;18;10;10;B;blue;18
2;payment;2;68;;1;;-3;18;-3;18;10;10;B;yellow;18
2;payment;2;15;;1;;0;21;0;21;10;10;TIMEOUT;;21
2;payment;2;58;;1;;30;60;30;60;10;12;A;red;60
2;payment;2;72;;0;;21;51;21;51;10;12;B;blue;51
2;payment;2;18;;0;;-3;27;-3;27;10;12;B;yellow;27
2;payment;2;5;;0;;21;21;21;21;10;10;B;blue;21
2;payment;2;19;;1;;-3;-9;-3;-9;12;10;B;yellow;-9
2;payment;2;22;;1;;30;24;30;24;12;10;A;red;24
2;payment;2;62;;1;;21;51;21;51;10;12;B;blue;51
2;payment;2;9;;1;;30;51;30;51;10;10;A;red;51
2;payment;2;3;;1;;21;51;21;51;10;12;B;blue;51
2;payment;2;6;;0;;30;60;30;60;10;12;A;red;60
2;payment;2;44;;1;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;2;40;;0;;21;18;21;18;10;10;B;blue;18
2;payment;2;12;;1;;-6;-9;-6;-9;10;10;A;black;-9
2;payment;2;33;;1;;21;15;21;15;12;10;B;blue;15
2;payment;2;47;;1;;21;42;21;42;10;10;B;blue;42
2;payment;2;69;;0;;21;42;21;42;10;10;B;blue;42
2;payment;2;39;;1;;-6;-12;-6;-12;12;10;A;black;-12
2;payment;2;57;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;2;54;;1;;-3;-3;-3;-3;10;10;B;yellow;-3
2;payment;2;36;;1;;-3;18;-3;18;10;10;B;yellow;18
2;payment;2;17;;0;;21;18;21;18;10;10;B;blue;18
2;payment;2;61;;0;;21;15;21;15;12;10;B;blue;15
2;payment;2;29;;1;;-3;-6;-3;-6;10;10;B;yellow;-6
2;payment;2;48;;1;;30;27;30;27;10;10;A;red;27
2;payment;2;21;;1;;21;42;21;42;10;10;B;blue;42
2;payment;2;23;;1;;-3;27;-3;27;10;12;B;yellow;27
2;payment;2;65;;1;;30;24;30;24;12;10;A;red;24
2;payment;2;60;;0;;30;60;30;60;10;12;A;red;60
2;payment;2;10;;1;;21;42;21;42;10;10;B;blue;42
2;payment;2;51;;1;;-6;15;-6;15;10;10;A;black;15
2;payment;2;16;;0;;21;42;21;42;10;10;B;blue;42
2;payment;2;52;;1;;30;60;30;60;10;12;A;red;60
2;payment;2;13;;1;;-6;-12;-6;-12;12;10;A;black;-12
2;payment;2;32;;0;;0;0;0;0;10;10;TIMEOUT;;0
2;payment;2;42;;0;;-6;24;-6;24;10;12;A;black;24
2;payment;2;34;;1;;-6;24;-6;24;10;12;A;black;24
2;payment;2;55;;0;;-3;18;-3;18;10;10;B;yellow;18
2;payment;2;26;;1;;-6;-12;-6;-12;12;10;A;black;-12
2;payment;2;1;;1;;-3;-9;-3;-9;12;10;B;yellow;-9
2;payment;2;67;;0;;-3;-9;-3;-9;12;10;B;yellow;-9
2;payment;2;64;;0;;30;60;30;60;10;12;A;red;60
2;payment;2;46;;1;;-6;24;-6;24;10;12;A;black;24
2;payment;2;11;;0;;30;51;30;51;10;10;A;red;51
2;payment;2;24;;0;;30;51;30;51;10;10;A;red;51
2;payment;3;12;;1;;-3;-12;-3;-12;12;10;B;yellow;-12
2;payment;3;55;;0;;-3;15;-3;15;10;10;B;yellow;15
2;payment;3;29;;1;;21;15;21;15;10;10;B;blue;15
2;payment;3;25;;0;;-3;12;-3;12;12;10;B;yellow;12
2;payment;3;67;;0;;-6;-15;-6;-15;12;10;A;black;-15
2;payment;3;16;;0;;-3;39;-3;39;10;10;B;yellow;39
2;payment;3;14;;1;;21;39;21;39;10;10;B;blue;39
2;payment;3;4;;0;;-3;18;-3;18;10;10;B;yellow;18
2;payment;3;20;;1;;-6;18;-6;18;12;12;A;black;18
2;payment;3;23;;1;;30;57;30;57;10;12;A;red;57
2;payment;3;10;;1;;-3;39;-3;39;10;10;B;yellow;39
2;payment;3;11;;0;;-3;48;-3;48;10;12;B;yellow;48
2;payment;3;36;;1;;-3;15;-3;15;10;10;B;yellow;15
2;payment;3;54;;1;;21;18;21;18;10;10;B;blue;18
2;payment;3;39;;1;;21;9;21;9;14;10;B;blue;9
2;payment;3;45;;1;;-3;15;-3;15;10;10;B;yellow;15
2;payment;3;65;;1;;-6;18;-6;18;12;12;A;black;18
2;payment;3;38;;1;;30;81;30;81;10;12;A;red;81
2;payment;3;28;;1;;21;63;21;63;10;10;B;blue;63
2;payment;3;72;;0;;-3;48;-3;48;10;12;B;yellow;48
2;payment;3;9;;1;;-6;45;-6;45;10;12;A;black;45
2;payment;3;13;;1;;-6;-18;-6;-18;14;10;A;black;-18
2;payment;3;64;;0;;30;90;30;90;10;14;A;red;90
2;payment;3;35;;0;;21;39;21;39;10;10;B;blue;39
2;payment;3;21;;1;;-3;39;-3;39;10;10;B;yellow;39
2;payment;3;57;;1;;-3;-6;-3;-6;10;10;B;yellow;-6
2;payment;3;40;;0;;30;48;30;48;10;10;A;red;48
2;payment;3;3;;1;;30;81;30;81;10;12;A;red;81
2;payment;3;48;;1;;21;48;21;48;10;12;B;blue;48
2;payment;3;2;;0;;21;81;21;81;10;14;B;blue;81
2;payment;3;71;;1;;21;39;21;39;10;10;B;blue;39
2;payment;3;8;;1;;30;81;30;81;10;12;A;red;81
2;payment;3;47;;1;;21;63;21;63;10;10;B;blue;63
2;payment;3;56;;1;;30;57;30;57;10;12;A;red;57
2;payment;3;58;;1;;30;90;30;90;10;14;A;red;90
2;payment;3;18;;0;;-6;21;-6;21;10;12;A;black;21
2;payment;3;34;;1;;30;54;30;54;12;12;A;red;54
2;payment;3;41;;0;;-3;-15;-3;-15;14;10;B;yellow;-15
2;payment;3;19;;1;;-6;-15;-6;-15;12;10;A;black;-15
2;payment;3;49;;0;;-3;48;-3;48;10;12;B;yellow;48
2;payment;3;70;;0;;21;45;21;45;12;12;B;blue;45
2;payment;3;66;;1;;-6;12;-6;12;10;10;A;black;12
2;payment;3;7;;1;;30;54;30;54;12;12;A;red;54
2;payment;3;22;;1;;30;54;30;54;12;12;A;red;54
2;payment;3;24;;0;;21;72;21;72;10;12;B;blue;72
2;payment;3;15;;1;;21;42;21;42;10;10;B;blue;42
2;payment;3;42;;0;;-6;18;-6;18;12;12;A;black;18
2;payment;3;53;;0;;-6;18;-6;18;12;12;A;black;18
2;payment;3;61;;0;;30;45;30;45;12;10;A;red;45
2;payment;3;1;;1;;21;12;21;12;12;10;B;blue;12
2;payment;3;69;;0;;21;63;21;63;10;10;B;blue;63
